Id,Id [Coordinate system],Name [Coordinate system],Created at [Coordinate system],Updated at [Coordinate system],Client [Coordinate system],Info page url [Coordinate system],Tourist map [Coordinate system],Id [Scene],Name [Scene],Created at [Scene],Updated at [Scene],Thumbnail [Scene],Sort number [Scene],Activity [Scene],Game reset [Scene],Visibility [Scene],Actions [Scene],Credentials [Scene],Sc enabled [Scene],Room name [Scene],Game [Scene]
2567,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3468,呼叫 AI 客服的拉,2024年03月29日 17:53,2024年04月03日 15:37, - ,0, - ,False,1, - , - ,False, - , - 
2569,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,3472,大稻埕-貨櫃市集_萬聖節_mike,2024年04月08日 09:58,2024年04月08日 11:43, - ,2, - ,False,1, - , - ,False, - , - 
2571,197,光時代門口,2022年11月29日 11:57,2023年10月20日 13:55,1, - ,<空>,3160,信義區生日趴解謎,2023年11月15日 17:04,2023年11月15日 17:04, - ,0, - ,False,1, - , - ,False, - , - 
2572,197,光時代門口,2022年11月29日 11:57,2023年10月20日 13:55,1, - ,<空>,3447,雨神同行正式,2024年03月14日 10:58,2024年03月20日 14:50, - ,0, - ,False,1, - , - ,False, - , - 
2573,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2179,屬性：雙面顯示,2022年09月28日 10:26,2022年09月28日 10:26, - ,0, - ,False,1, - , - ,False, - , - 
2574,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2575,354,苑里-休息區,2024年04月12日 13:39,2024年04月12日 13:39,1, - ,<空>,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2576,355,苑里-門口,2024年04月12日 14:23,2024年04月12日 14:23,1, - ,<空>,3478,苑里-門口,2024年04月12日 10:58,2024年04月19日 15:39, - ,0, - ,False,1, - , - ,False, - , - 
2577,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,3477,茂林DEMO,2024年04月11日 14:27,2024年04月11日 14:27, - ,0, - ,False,1, - , - ,False, - , - 
2578,356,國亮的貓,2024年04月15日 19:05,2024年04月15日 19:05,1, - ,<空>,3477,茂林DEMO,2024年04月11日 14:27,2024年04月11日 14:27, - ,0, - ,False,1, - , - ,False, - , - 
2579,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2374,高雄市經發局,2022年11月23日 09:05,2023年12月29日 09:32,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,0, - ,False,1, - , - ,False, - , - 
2580,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2823,[複製]高雄市經發局,2023年07月14日 00:23,2023年07月14日 00:31,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,0, - ,False,1, - , - ,False, - , - 
2581,313,環球購物demo,2023年11月19日 12:35,2023年11月30日 09:19,1, - ,<空>,2647,智慧城市高雄展,2023年03月29日 07:12,2024年04月22日 11:49,https://api.lig.com.tw/ar_asset/bsot9eg1qxe5e862a2l2dtdxdt67.jpg,0, - ,False,1, - , - ,False, - , - 
2583,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2984,苗栗車站,2023年09月22日 11:41,2023年10月06日 14:38,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,1, - ,False,1, - , - ,False, - , - 
2584,357,Joysound,2024年04月22日 13:42,2024年04月22日 13:42,1, - ,<空>,3482,MIYASHITA PARK,2024年04月23日 15:19,2024年04月23日 15:19, - ,0, - ,False,1, - , - ,False, - , - 
2586,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2587,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2984,苗栗車站,2023年09月22日 11:41,2023年10月06日 14:38,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,1, - ,False,1, - , - ,False, - , - 
2588,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2932,星星隊：第三關影音區,2023年09月13日 12:16,2024年04月08日 11:56,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png	,23, - ,False,1,"---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 32274
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34238
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34239
    play_count:
", - ,False, - , - 
2589,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3485,2024台北智慧城市展-複製,2024年04月26日 16:23,2024年04月26日 16:24,https://assets.lig.com.tw/ar_asset/3h1roochtpbivhcw0f0tyzkcmy78.jpeg,0, - ,False,1, - , - ,False, - , - 
2590,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2646,智慧城市展_1,2023年03月28日 18:37,2023年03月28日 18:37, - ,0, - ,False,1, - , - ,False, - , - 
2591,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2647,智慧城市高雄展,2023年03月29日 07:12,2024年04月22日 11:49,https://api.lig.com.tw/ar_asset/bsot9eg1qxe5e862a2l2dtdxdt67.jpg,0, - ,False,1, - , - ,False, - , - 
2592,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,3412,動作：呼叫 AI 客服,2024年02月19日 11:41,2024年02月19日 11:41, - ,0, - ,False,1, - , - ,False, - , - 
2593,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,3425,物件：資訊球 2.0,2024年03月05日 16:18,2024年03月27日 11:46, - ,0, - ,False,1, - , - ,False, - , - 
2594,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2596,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,3460,直播間-測試,2024年03月21日 14:41,2024年03月25日 16:29, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2598,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3488,旅展場景,2024年04月26日 18:20,2024年05月28日 18:18, - ,0, - ,False,1, - , - ,False, - , - 
2599,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3483,茂林直播間-Demo,2024年04月24日 15:09,2024年04月25日 09:55, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2600,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3484,茂林直播間-Demo2,2024年04月26日 11:05,2024年04月26日 11:07, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2604,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2574,新威旅客中心,2023年02月20日 15:08,2024年04月10日 10:44, - ,0, - ,False,1, - , - ,False, - , - 
2605,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2575,新威旅客中心-1F,2023年02月20日 15:12,2023年12月21日 09:52, - ,0, - ,False,1, - , - ,False, - , - 
2606,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2576,新威旅客中心-2F,2023年02月20日 15:13,2023年03月13日 09:14, - ,0, - ,False,1, - , - ,False, - , - 
2607,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,1953,360video,2022年04月30日 19:17,2022年04月30日 19:17, - ,0, - ,False,1, - , - ,False, - , - 
2608,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3492,360 影片物件,2024年05月09日 14:24,2024年05月09日 14:24, - ,0, - ,False,1, - , - ,False, - , - 
2610,273,嘉義聯合,2023年08月08日 03:14,2024年05月10日 12:08,1,https://cloud.lig.com.tw/messages/133,<空>,3494,嘉義海底世界,2024年05月13日 15:36,2024年05月13日 15:37,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3,24,False,1, - , - ,False, - , - 
2611,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3495,直播間-測試2,2024年05月15日 13:52,2024年05月15日 13:52, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2612,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3490,RC_父親節,2024年05月08日 18:33,2024年05月14日 14:06, - ,0, - ,False,1, - , - ,False, - , - 
2615,359,SusHi Tech,2024年05月16日 16:20,2024年05月16日 16:20,1, - ,<空>,3489,SusHi Tech,2024年05月05日 16:12,2024年05月16日 12:08,https://api.lig.com.tw/ar_asset/bsot9eg1qxe5e862a2l2dtdxdt67.jpg,0, - ,False,1, - , - ,False, - , - 
2618,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3497,電腦教室發現校園ABC,2024年05月16日 14:32,2024年05月16日 14:32, - ,0, - ,False,1, - , - ,False, - , - 
2622,360,2024台北智慧城市展,2024年05月17日 15:16,2024年05月17日 15:16,1, - ,<空>,3455,2024台北智慧城市展,2024年03月18日 04:11,2024年03月19日 09:14,https://assets.lig.com.tw/ar_asset/3h1roochtpbivhcw0f0tyzkcmy78.jpeg,0, - ,False,1, - , - ,False, - , - 
2623,360,2024台北智慧城市展,2024年05月17日 15:16,2024年05月17日 15:16,1, - ,<空>,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2624,317,1.1.1-1985,2023年12月14日 11:17,2023年12月14日 11:17,1, - ,<空>,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2625,306,電腦教室2,2023年10月27日 11:21,2024年04月30日 10:32,1, - ,<空>,3497,電腦教室發現校園ABC,2024年05月16日 14:32,2024年05月16日 14:32, - ,0, - ,False,1, - , - ,False, - , - 
2626,353,HenryDemo(5664),2024年03月19日 23:03,2024年03月19日 23:03,1, - ,<空>,3475,苑里-休息區,2024年04月11日 13:24,2024年04月11日 13:25, - ,0, - ,False,1, - , - ,False, - , - 
2627,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2985,Steven豬,2023年09月22日 14:36,2023年12月15日 14:40, - ,0, - ,False,1, - , - ,False, - , - 
2630,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,3488,旅展場景,2024年04月26日 18:20,2024年05月28日 18:18, - ,0, - ,False,1, - , - ,False, - , - 
2631,353,HenryDemo(5664),2024年03月19日 23:03,2024年03月19日 23:03,1, - ,<空>,3488,旅展場景,2024年04月26日 18:20,2024年05月28日 18:18, - ,0, - ,False,1, - , - ,False, - , - 
2632,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3496,場景：直播間,2024年05月15日 23:15,2024年05月24日 11:14, - ,0, - ,False,1, - , - ,True,場景-3496-直播間-測試, - 
2634,353,HenryDemo(5664),2024年03月19日 23:03,2024年03月19日 23:03,1, - ,<空>,3460,直播間-測試,2024年03月21日 14:41,2024年03月25日 16:29, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2636,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,3477,茂林DEMO,2024年04月11日 14:27,2024年04月11日 14:27, - ,0, - ,False,1, - , - ,False, - , - 
2638,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,3412,動作：呼叫 AI 客服,2024年02月19日 11:41,2024年02月19日 11:41, - ,0, - ,False,1, - , - ,False, - , - 
2641,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,2574,新威旅客中心,2023年02月20日 15:08,2024年04月10日 10:44, - ,0, - ,False,1, - , - ,False, - , - 
2642,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,2577,禮納里旅客服務中心-室外,2023年02月20日 15:51,2023年03月14日 13:56, - ,0, - ,True,1, - , - ,False, - , - 
2643,342,HenryDemo(5430),2024年01月12日 08:17,2024年01月12日 08:17,1, - ,<空>,3488,旅展場景,2024年04月26日 18:20,2024年05月28日 18:18, - ,0, - ,False,1, - , - ,False, - , - 
2646,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,3460,直播間-測試,2024年03月21日 14:41,2024年03月25日 16:29, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2647,358,Office-plain-Time,2024年05月15日 22:53,2024年05月15日 22:53,1, - ,<空>,3488,旅展場景,2024年04月26日 18:20,2024年05月28日 18:18, - ,0, - ,False,1, - , - ,False, - , - 
